orf_id	CAZy_2013-07-13(EC) 	CAZy_2013-07-13(product)	CAZy_2013-07-13(value)	EggNog_v3_2013_08_07(EC) 	EggNog_v3_2013_08_07(product)	EggNog_v3_2013_08_07(value)	RefSeq_complete_nr_v62_dec2013(EC) 	RefSeq_complete_nr_v62_dec2013(product)	RefSeq_complete_nr_v62_dec2013(value)	COG_2013-12-27(EC) 	COG_2013-12-27(product)	COG_2013-12-27(value)	seed-2014-01-30(EC) 	seed-2014-01-30(product)	seed-2014-01-30(value)	metacyc-v5-2011-10-21(EC) 	metacyc-v5-2011-10-21(product)	metacyc-v5-2011-10-21(value)	KEGG_pep_2013(EC) 	KEGG_pep_2013(product)	KEGG_pep_2013(value)
omz_770m_10163_1					http://www.ncbi.nlm.nih.gov/protein/114331180 carboxylesterase PFAM: phospholipase/Carboxylesterase KEGG: neu:NE0850 phospholipase/carboxylesterase	7.0		carboxylesterase [Janthinobacterium sp. CG3]	4.0				3.1.1.1	Carboxylesterase( EC:3.1.1.1 ) [Glomeribacter gigasporarum]	15.0				3.1.1.1	carboxylesterase (EC:3.1.1.1) K06999	13.0
omz_770m_10162_0					dnaX http://www.ncbi.nlm.nih.gov/protein/59712294 DNA polymerase III subunits gamma tau catalyzes DNA-template-directed extension 3'-end strand tau chain serves as scaffold to help dimerizaton alpha,epsilon theta core complex seems interact delta delta' transfer beta subunit	31.0		DNA polymerase III subunit gamma/tau [Pseudoalteromonas sp. Bsw20308]	8.0		COG2812 # L Replication, recombination repair Function: DNA polymerase III, gamma/tau subunits Organism: Escherichia coli O157:H7 EDL933 (EcZ)	18.0	2.7.7.7	DNA polymerase III subunits gamma tau (EC 2.7.7.7) [endosymbiont Tevnia jerichonana (vent Tica)]	23.0				2.7.7.7	dnaX DNA polymerase III subunits gamma tau (EC:2.7.7.7) K02343 subunit gamma/tau [EC:2.7.7.7]	22.0
omz_770m_10161_0								, partial [SAR202 cluster bacterium SCGC AAA240-N13]	7.0												
omz_770m_10160_0								 [SAR406 cluster bacterium SCGC AB-629-J13]	5.0												
omz_770m_8127_0					http://www.ncbi.nlm.nih.gov/protein/117929270 MT-A70 family protein PFAM: KEGG:	5.0		adenine-specific DNA methyltransferase [Mycobacterium abscessus]	5.0					type II DNA modification methyltransferase, putative [Oceanicola batsensis HTCC2597]	9.0					MT-A70 family protein	2.0
omz_770m_3714_0					http://www.ncbi.nlm.nih.gov/protein/84625982  identified sequence similarity putative ORF located using Blastx/Glimmer/GeneHacker	9.0		Transferrin receptor protein 1 [Stenotrophomonas maltophilia]	5.0		COG2234 # R General function prediction only Function: Predicted aminopeptidases Organism: Xylella fastidiosa 9a5c (Xfa)	15.0		Peptidase M28 [Alteromonas macleodii str. 'English Channel 673']	8.0					putative exported peptidase	3.0
omz_770m_3717_0								, partial [Escherichia coli]	4.0												
omz_770m_3716_0					http://www.ncbi.nlm.nih.gov/protein/264678532 FAD dependent oxidoreductase COG3380, Predicted NAD/FAD-dependent oxidoreductase	7.0		phytoene dehydrogenase [Streptomyces sp. DvalAA-83]	5.0					COG3380: Amine oxidase, flavin-containing [Comamonas testosteroni NBRC 100989]	8.0					amine oxidase K09845 methoxyneurosporene dehydrogenase [EC:1.14.99.-]	6.0
omz_770m_3716_1					crtE http://www.ncbi.nlm.nih.gov/protein/77463836 farnesyl-diphosphate synthase pfam: Polyprenyl synthetase, COG0142: Geranylgeranyl pyrophosphate Citation: Lang HP, Cogdell RJ, Takaichi S, Hunter CN. (1995) J Bacteriol. 177(8):2064-73.	23.0		geranylgeranyl pyrophosphate synthase [Methylobacterium sp. 88A]	6.0				2.5.1.29	Geranylgeranyl diphosphate synthase (EC 2.5.1.29) [Rhodobacter sp. AKP1]	18.0	2.5.1.29	Geranylgeranyl pyrophosphate synthase OS Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 SB1003) GN crtE PE 3 SV 1 # UNIPROT P17060 FARNESYLTRANSTRANSFERASE-RXN MetaCyc:MONOMER-14935 2.5.1.29	35.0	2.5.1.10	crtE farnesyl-diphosphate synthase (EC:2.5.1.10) K13789 geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	23.0
omz_770m_3711_0					amb3514 http://www.ncbi.nlm.nih.gov/protein/83312613 rod shape-determining protein MreC some organisms this transmembrane while others it periplasmic involved other components MreBCD complex penicillin binding proteins periplasm or cell wall	25.0		rod shape-determining protein MreC [Magnetospirillum sp. SO-1]	6.0					Rod shape-determining protein MreC [Thalassospira xiamenensis M-5 DSM 17429]	8.0					mreC rod shape-determining protein K03570 protein MreC	5.0
omz_770m_3712_0					purB http://www.ncbi.nlm.nih.gov/protein/109947032 adenylosuccinate lyase Catalyzes two discrete reactions de novo synthesis purines: cleavage succinylaminoimidazole carboxamide ribotide	16.0		adenylosuccinate lyase [Fischerella sp. PCC 9339]	6.0				4.3.2.2	Adenylosuccinate lyase (EC 4.3.2.2) [Chlorogloeopsis sp. PCC 9212]	18.0	4.3.2.2	Adenylosuccinate lyase OS Helicobacter pylori J99 GN purB PE 3 SV 1 # UNIPROT Q9ZKA2 AMPSYN-RXN HPYL85963:JHP1039-MONOMER 4.3.2.2	28.0	4.3.2.2	purB adenylosuccinate lyase (EC:4.3.2.2) K01756 [EC:4.3.2.2]	16.0
omz_770m_3712_1								phosphoribosylaminoimidazole-succinocarboxamide synthase [Acidovorax delafieldii]	4.0				6.3.2.6	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) [Comamonas testosteroni ATCC 11996]	18.0						
omz_770m_3719_0					NMA1433 http://www.ncbi.nlm.nih.gov/protein/218768257 recombination factor protein RarA NMA1433, len: 436 aa unknown, similar to many s e.g. (EMBL:U32833),HI1590, Haemophilus influenzae (446 aa), fasta scores E(): 0, 54.0% identity 437 aa overlap. may some role DNA replication or repair as N-terminal half yeast factors (EMBL:L18755), rfc3,Saccharomyces cerevisiae C 40 kD subunit (340 1.4e-10, 30.5% 233 overlap bacterial helicase components (EMBL:U38840), ruvB, Thermotoga maritima (334 1.1e-07, 28.3% 244 Contains Pfam match entry PF00004 AAA, ATPases associated various cellular activities (AAA) PS00017 ATP/GTP-binding site motif A (P-loop)	81.0		ATPase, AAA family [Clostridiaceae bacterium L21-TH-D2]	6.0		COG2256 # L Replication, recombination repair Function: ATPase related to helicase subunit Holliday junction resolvase Organism: Neisseria meningitidis Z2491 (NmA)	20.0		FIG065221: Holliday junction DNA helicase [endosymbiont Riftia pachyptila (vent Ph05)]	10.0				3.6.4.3	ATPase WRNIP1 (EC:3.6.4.3) K07478 putative	15.0
omz_770m_3718_1								TRAP-type C4-dicarboxylate transport system,large permease component [Halanaerobium saccharolyticum]	8.0					TRAP-type C4-dicarboxylate transport system, large permease component [Faecalibacterium cf. prausnitzii KLE1255]	11.0						
omz_770m_8129_0					pilB http://www.ncbi.nlm.nih.gov/protein/32477699 type IV fimbrial assembly protein PilB PMID: 1971619 1944223 best DB hits: BLAST: pir:E72032 general secretion pathway E CP1055 [imported] - 6e-91 embl:CAA70956.1 (Y09824) etpE [Escherichia coli] 2e-93 gb:AAC70102.1 (AF074613) II [Escherichia 6e-94 COG: slr0063 COG2804 Predicted ATPases involved pili biogenesis, 1e-81 PFAM: PF00004 ATPase family associated variou 0.0009 PF00005 ABC transporter 0.074 PF00448 SRP54-type protein, GTPase domain 0.01	59.0		type II secretory pathway, ATPase PulE/Tfp pilus assembly PilB [Opitutaceae bacterium TAV1]	12.0		COG2804 # NU Function: Type II secretory pathway, ATPase PulE/Tfp pilus assembly PilB Organism: Xylella fastidiosa 9a5c (Xfa)	18.0		Type IV fimbrial assembly, ATPase PilB [Verrucomicrobia bacterium SCGC AAA164-A21]	10.0					type II secretion system protein E K02454 general pathway E	8.0
omz_770m_8128_1					http://www.ncbi.nlm.nih.gov/protein/120555686 putative iron-sulfur cluster binding protein TIGRFAM: PFAM: 4Fe-4S ferredoxin, domain unknown function DUF1730 KEGG:	14.0		iron-sulfur cluster binding protein, putative [Methylophaga thiooxydans]	7.0		COG1600 # C Energy production conversion Function: Uncharacterized Fe-S protein Organism: Escherichia coli O157:H7 (Ecs)	14.0		Epoxyqueuosine (oQ) reductase QueG [Pseudomonas fluorescens Wayne1]	7.0					putative electron transport protein yjeS-like	4.0
omz_770m_1401_1					purM http://www.ncbi.nlm.nih.gov/protein/83816662 phosphoribosylaminoimidazole synthetase catalyzes formation 1-(5-phosphoribosyl)-5-aminoimidazole from 2-(formamido)-N1-(5-phosphoribosyl)acetamidine ATP purine biosynthesis	12.0		phosphoribosylformylglycinamidine cyclo-ligase [Selenomonas sp. oral taxon 138]	7.0		COG0150 # F Nucleotide transport metabolism Function: Phosphoribosylaminoimidazole (AIR) synthetase Organism: Streptococcus pyogenes M1 GAS (Spy)	16.0	6.3.3.1	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) [Gloeocapsa sp. PCC 73106]	18.0	6.3.3.1	Phosphoribosylformylglycinamidine cyclo-ligase OS Nitrosococcus oceani (strain ATCC 19707 / NCIMB 11848) GN purM PE 3 SV 1 # UNIPROT Q3JBW2 AIRS-RXN 6.3.3.1	32.0	6.3.3.1	purM phosphoribosylformylglycinamidine cyclo-ligase (EC:6.3.3.1) K01933 [EC:6.3.3.1]	16.0
omz_770m_1405_0					clpP http://www.ncbi.nlm.nih.gov/protein/157164595 ATP-dependent Clp protease proteolytic subunit hydrolyzes proteins to small peptides ATPase subunits ClpA or ClpX, ClpP degrades specific substrates	21.0		ATP-dependent Clp protease proteolytic subunit [alpha proteobacterium HIMB5]	8.0		COG0740 # OU Function: Protease subunit ATP-dependent Clp proteases Organism: Salmonella typhimurium LT2 (Sty)	14.0	3.4.21.92	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) [Megasphaera sp. UPII 135-E]	21.0				3.4.21.92	similar to Putative ATP-dependent Clp protease proteolytic subunit, mitochondrial precursor (Endopeptidase Clp) K01358 protease, subunit [EC:3.4.21.92]	26.0
omz_770m_1409_0					arsA http://www.ncbi.nlm.nih.gov/protein/32476258 arylsulfatase A PMID: 7910580 1572648 best DB hits: BLAST: embl:CAA36398.1 (X52150) arylsulphatase [Homo sapiens] E 4e-61 gb:AAB03341.1 (U62317) A pdb:1E2S P Chain P, Crystal Structure Of An Arylsulfatase 4e-60 COG: PA0183 COG3119 related enzymes 5e-33 PFAM: PF00884 Sulfatase 3.7e-106	40.0		arylsulfatase A [Rhodopirellula sp. SWK7]	5.0				3.1.6.1	Arylsulfatase (EC 3.1.6.1) [Rhodopirellula baltica SH 1]	17.0				3.1.6.4	N-acetylgalactosamine-6-sulfatase (EC:3.1.6.4)	12.0
omz_770m_7839_0					http://www.ncbi.nlm.nih.gov/protein/256371185 NADH dehydrogenase (quinone) PFAM: Respiratory-chain domain 51 kDa subunit KEGG: I, F subunit	13.0		NADH-quinone oxidoreductase subunit F [Ilumatobacter coccineus]	6.0				1.6.5.3	NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3) [Acidimicrobium ferrooxidans DSM 10331]	20.0				1.6.99.5	NADH dehydrogenase (quinone) (EC:1.6.99.5) K00335 I subunit F [EC:1.6.5.3]	19.0
omz_770m_10299_0					http://www.ncbi.nlm.nih.gov/protein/269926557 molybdenum cofactor synthesis domain protein TIGRFAM: PFAM: MoeA protein I II IV molybdopterin binding domain KEGG: K03750 biosynthesis	16.0		molybdenum cofactor synthesis domain-containing protein [Thermobaculum terrenum]	6.0					Molybdopterin biosynthesis protein MoeA [Thermobaculum terrenum ATCC BAA-798]	7.0					molybdenum cofactor synthesis domain protein K03750 molybdopterin biosynthesis protein MoeA	8.0
omz_770m_10291_0		group 2 glycosyl transferase [Myxococcus stipitatus DSM 14675] (GT:2)	9.0		http://www.ncbi.nlm.nih.gov/protein/225873343 glycosyl transferase, group 2 family identified match to protein family HMM PF00535	11.0		glycosyltransferase, group 2 family protein [Capnocytophaga sp. oral taxon 332]	9.0					FIG00764548:  [Leptospira inadai serovar Lyme str. 10]	7.0					group 2 glycosyl transferase	4.0
omz_770m_10293_0					sucC http://www.ncbi.nlm.nih.gov/protein/76811595 succinyl-CoA synthetase subunit beta catalyzes interconversion succinate	9.0		malate--CoA ligase subunit beta [Acidocella sp. MX-AZ02]	7.0		COG0045 # C Energy production conversion Function: Succinyl-CoA synthetase, beta subunit Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	18.0	6.2.1.5	Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5) [Azospirillum amazonense Y2]	20.0	6.2.1.5	Succinyl-CoA ligase [ADP-forming] subunit beta OS Opitutus terrae (strain DSM 11246 / PB90-1) GN sucC PE 3 SV 1 # UNIPROT B1ZP17 SUCCCOASYN-RXN 6.2.1.5	34.0	6.2.1.5	sucC succinyl-CoA ligase beta subunit (EC:6.2.1.5) K01903 synthetase [EC:6.2.1.5]	19.0
omz_770m_10294_0					http://www.ncbi.nlm.nih.gov/protein/161527579  KEGG: protein	2.0		 [Marine Group I thaumarchaeote SCGC AB-629-I23]	6.0					UPF0182 protein [Nitrosopumilus maritimus SCM1]	4.0					 K09118 protein	1.0
omz_770m_10297_0								cysteine synthase [Dehalobacter sp. FTH1]	5.0												
omz_770m_8383_0					uvrA http://www.ncbi.nlm.nih.gov/protein/110680191 excinuclease ABC subunit A The UvrABC repair system catalyzes recognition processing DNA lesions. UvrA ATPase DNA-binding protein. A damage complex composed 2 uvrB subunits scans abnormalities. When presence lesion been verified uvrB, molecules dissociate	35.0		Excinuclease ABC subunit A [alpha proteobacterium JLT2015]	7.0		COG0178 # L Replication, recombination repair Function: Excinuclease ATPase subunit Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	17.0		Excinuclease ABC subunit A [Pasteurella multocida subsp. gallicida str.	9.0					uvrA excinuclease ABC subunit A K03701 A	6.0
omz_770m_8382_0								electron transfer flavoprotein subunit beta [Haloarcula amylolytica]	7.0					Electron transfer flavoprotein, beta subunit [Stackebrandtia nassauensis DSM 44728]	9.0					electron transfer flavoprotein subunit alpha/beta	5.0
omz_770m_8382_1								glycine cleavage system protein T [Saccharomonospora halophila]	6.0					Putative Dimethylglycine oxidase [Saccharomonospora paurometabolica YIM 90007]	7.0						
omz_770m_8380_0					http://www.ncbi.nlm.nih.gov/protein/118602297 methyltransferase, putative PFAM: putative methyltransferase Methyltransferase type 11 KEGG: vvy:VV2291 	10.0		tRNA methyltransferase [gamma proteobacterium SCGC AB-629-P17]	6.0					tRNA (5-methoxyuridine) 34 synthase [Ruthia magnifica str. Cm (Calyptogena magnifica)]	10.0					methyltransferase, putative	2.0
omz_770m_8387_0								shikimate kinase 3 [Ruminococcus sp. CAG:90]	6.0				2.7.1.71	Shikimate kinase I (EC 2.7.1.71) [SAR86 cluster bacterium SAR86E]	19.0						
omz_770m_8384_0					argS http://www.ncbi.nlm.nih.gov/protein/209695554 arginyl-tRNA synthetase catalyzes two-step reaction, first charging arginine molecule linking its carboxyl group to alpha-phosphate ATP, followed transfer aminoacyl-adenylate tRNA class-I aminoacyl-tRNA synthetase	24.0		Arginyl-tRNA synthetase [Photobacterium sp. AK15]	5.0		COG0018 # J Translation, ribosomal structure biogenesis Function: Arginyl-tRNA synthetase Organism: Escherichia coli O157:H7 EDL933 (EcZ)	16.0	6.1.1.19	Arginyl-tRNA synthetase (EC 6.1.1.19) [Photobacterium leiognathi subsp. mandapamensis svers.1.1.]	19.0	6.1.1.19	Arginyl-tRNA synthetase OS Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp) GN argS PE 3 SV 1 # UNIPROT P59483 ARGININE--TRNA-LIGASE-RXN 6.1.1.19	31.0	6.1.1.19	argS arginyl-tRNA synthetase (EC:6.1.1.19) K01887 [EC:6.1.1.19]	16.0
omz_770m_8389_0					guaB http://www.ncbi.nlm.nih.gov/protein/148255020 inosine 5'-monophosphate dehydrogenase catalyzes synthesis xanthosine monophosphate NAD+ dependent oxidation	12.0		inosine-5'-monophosphate dehydrogenase [Magnetospirillum sp. SO-1]	5.0				1.1.1.205	Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain [Francisella tularensis TIGB03]	20.0	1.1.1.205	Inosine-5'-monophosphate dehydrogenase OS Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 JAL-1 JCM 10045 NBRC 100440) GN guaB PE 3 SV 1 # UNIPROT Q59011 IMP-DEHYDROG-RXN 1.1.1.205	37.0	1.1.1.37	inosine 5'-monophosphate dehydrogenase (EC:1.1.1.37) K00088 IMP [EC:1.1.1.205]	17.0
omz_770m_902_0					http://www.ncbi.nlm.nih.gov/protein/119947146 TRAP dicarboxylate transporter, DctM subunit TIGRFAM: PFAM: C4-dicarboxylate transport system permease KEGG: TRAP-type system, large component	17.0		C4-dicarboxylate ABC transporter permease [Rhodovulum sp. PH10]	7.0					TRAP dicarboxylate transporter, DctM subunit, unknown substrate 5 [Pusillimonas sp. T7-7]	11.0					TRAP dicarboxylate transporter DctM subunit	5.0
omz_770m_903_0								aminopeptidase C [SAR406 cluster bacterium SCGC AAA298-D23]	7.0												
omz_770m_901_1								amidohydrolase [gamma proteobacterium NOR5-3]	4.0					Exoenzymes regulatory protein AepA precursor [gamma proteobacterium KT 71]	8.0						
omz_770m_906_0					http://www.ncbi.nlm.nih.gov/protein/121998126 precorrin-3B C17-methyltransferase TIGRFAM: PFAM: Uroporphyrin-III C/tetrapyrrole (Corrin/Porphyrin) methyltransferase KEGG: mca:MCA2293 C17-methyltransferase/conserved domain protein	13.0		precorrin-3B C17-methyltransferase CbiH [Janthinobacterium sp. HH01]	6.0					Cobalt-precorrin-3b C17-methyltransferase / domain unknown function [Paenibacillus polymyxa ATCC 842]	10.0	6.3.5.10	Adenosylcobyric acid synthase (Glutamine-hydrolysing) OS Geobacter uraniireducens (strain Rf4) GN PE 3 SV 1 # UNIPROT A5GDT2 R345-RXN 6.3.5.10	29.0	2.1.1.131	cbiH precorrin 3 methylase (EC:2.1.1.131) K05934 precorrin-3B C17-methyltransferase [EC:2.1.1.131]	19.0
omz_770m_907_0					http://www.ncbi.nlm.nih.gov/protein/92116696 phosphoserine aminotransferase catalyzes formation 3-phosphonooxypyruvate glutamate from O-phospho-L-serine 2-oxoglutarate	10.0		phosphoserine aminotransferase [Afipia broomeae]	4.0		COG1932 # HE Function: Phosphoserine aminotransferase Organism: Nostoc sp. PCC 7120 (Nos)	12.0	2.6.1.52	Phosphoserine aminotransferase (EC 2.6.1.52) [Oligotropha carboxidovorans OM4]	17.0	2.6.1.52	Phosphoserine aminotransferase OS Methanosarcina barkeri (strain Fusaro / DSM 804) GN serC PE 1 SV # UNIPROT P52878 PSERTRANSAMPYR-RXN 2.6.1.52	30.0	2.6.1.52	phosphoserine aminotransferase (EC:2.6.1.52) K00831 [EC:2.6.1.52]	15.0
omz_770m_904_0					gltB http://www.ncbi.nlm.nih.gov/protein/240140014 glutamate synthase, large subunit Evidence 2a : Function homologous gene experimentally demonstrated other organism PubMedId 7727752 Product type e enzyme	22.0		glutamate synthase [Methylobacterium sp. 88A]	5.0		COG0067 # E Amino acid transport metabolism Function: Glutamate synthase domain 1 Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	19.0	1.4.1.13	Glutamate synthase [NADPH] large chain (EC 1.4.1.13) [SAR324 cluster bacterium JCVI-SC AAA005]	22.0				1.4.7.1	glutamate synthase (ferredoxin) (EC:1.4.7.1) K00265 (NADPH/NADH) large chain [EC:1.4.1.13 1.4.1.14]	20.0
omz_770m_905_0					infB http://www.ncbi.nlm.nih.gov/protein/37522221 translation initiation factor IF-2 Protects formylmethionyl-tRNA from spontaneous hydrolysis promotes its binding to 30S ribosomal subunits during protein synthesis. Also involved GTP formation 70S complex	26.0		bacterial translation initiation factor 2 (bIF-2) [Oscillatoriales cyanobacterium JSC-12]	9.0		COG0532 # J Translation, ribosomal structure biogenesis Function: Translation initiation factor 2 (IF-2 GTPase) Organism: Sinorhizobium meliloti (Sme)	18.0		Translation initiation factor 2 [Gloeocapsa sp. PCC 73106]	8.0					mitochondrial translational initiation factor, putative K02519 translation factor IF-2	9.0
omz_770m_5096_0					http://www.ncbi.nlm.nih.gov/protein/225874137 NADH dehydrogenase I, L subunit identified match to protein family HMM PF00361 PF00662 TIGR01974	14.0		NADH-quinone oxidoreductase subunit L [Pedosphaera parvula]	6.0				1.6.5.3	NADH-ubiquinone oxidoreductase chain L (EC 1.6.5.3) [Acidobacterium capsulatum ATCC 51196]	20.0				1.6.5.3	NADH dehydrogenase I, L subunit K00341 I subunit [EC:1.6.5.3]	18.0
omz_770m_5097_0		sucrose-6-phosphate hydrolase [Candidatus Puniceispirillum marinum IMCC1322] (GH:32)	7.0					Glycosyl hydrolase family 32 domain protein [Chthoniobacter flavus]	7.0					Sucrose-6-phosphate hydrolase (EC 3.2.1.B3) [SAR324 cluster bacterium JCVI-SC AAA005]	9.0				3.2.1.26	sucrose-6-phosphate hydrolase K01193 beta-fructofuranosidase [EC:3.2.1.26]	15.0
omz_770m_5091_0					groEL http://www.ncbi.nlm.nih.gov/protein/152986611 chaperonin GroEL 60 kDa chaperone family promotes refolding misfolded polypeptides especially under stressful conditions forms two stacked rings heptamers to form barrel-shaped 14mer ends be capped GroES proteins enter barrel where they are refolded when GroES binds many bacteria multiple copies gene which active different environmental B.japonicum protein this cluster expressed constitutively Rhodobacter, Corynebacterium Rhizobium essential growth	57.0		molecular chaperone GroEL [Pseudomonas sp. Chol1]	6.0		COG0459 # O Posttranslational modification, protein turnover, chaperones Function: Chaperonin GroEL (HSP60 family) Organism: Salmonella typhimurium LT2 (Sty)	17.0		Heat shock protein 60 family chaperone GroEL [Pseudomonas aeruginosa 9BR]	9.0					chaperonin complex component, TCP-1 eta subunit, putative	7.0
omz_770m_5099_1					relA http://www.ncbi.nlm.nih.gov/protein/108762300 GTP pyrophosphokinase identified similarity to SP:O54408 match protein family HMM PF01842 PF01966 PF02824 PF04607 TIGR00691	16.0		GTP pyrophosphokinase , (p)ppGpp synthetase I [Thermobrachium celere]	8.0				2.7.6.5	GTP pyrophosphokinase (EC 2.7.6.5), (p)ppGpp synthetase II / Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase 3.1.7.2) [Desulfovibrio hydrothermalis AM13 DSM 14728]	26.0	3.1.7.2	Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase OS Aquifex aeolicus GN spoT PE 3 SV 1 # UNIPROT O67012 PPGPPSYN-RXN 3.1.7.2	26.0	2.7.6.5	(p)ppGpp synthetase I (GTP pyrophosphokinase), SpoT/RelA K00951 GTP pyrophosphokinase [EC:2.7.6.5]	20.0
omz_770m_9655_0					proB http://www.ncbi.nlm.nih.gov/protein/146281345 gamma-glutamyl kinase catalyzes formation glutamate 5-phosphate from proline biosynthesis	11.0		glutamate 5-kinase [Cycloclasticus sp. P1]	5.0		COG0263 # E Amino acid transport metabolism Function: Glutamate 5-kinase Organism: Pseudomonas aeruginosa (Pae)	14.0	2.7.2.11	Glutamate 5-kinase (EC 2.7.2.11) [endosymbiont Tevnia jerichonana (vent Tica)]	19.0	2.7.2.11	Glutamate 5-kinase OS Delftia acidovorans (strain DSM 14801 / SPH-1) GN proB PE 3 SV 1 # UNIPROT A9BP67 GLUTKIN-RXN 2.7.2.11	31.0	2.7.2.11	proB gamma-glutamyl kinase (EC:2.7.2.11) K00931 glutamate 5-kinase [EC:2.7.2.11]	18.0
omz_770m_9655_1								GTPase CgtA [Thioalkalivibrio sp. ALJ17]	5.0												
omz_770m_9652_1					JGI142289 JGI:JGI142289 http://genome.jgi-psf.org/cgi-bin/dispGeneModel?db Brafl1&id 142289 annotation not available	8.0		ornithine carbamoyltransferase [Bacillus sp. HYC-10]	5.0		COG0078 # E Amino acid transport metabolism Function: Ornithine carbamoyltransferase Organism: Pyrococcus horikoshii (Pho)	14.0	2.1.3.3	Ornithine carbamoyltransferase (EC 2.1.3.3) [Streptococcus sobrinus TCI-157]	17.0	2.1.3.3	Ornithine carbamoyltransferase OS Haloquadratum walsbyi (strain DSM 16790) GN arcB PE 3 SV 1 # UNIPROT Q18E28 ORNCARBAMTRANSFER-RXN HWAL362976:HQ3719A-MONOMER 2.1.3.3	30.0	2.1.3.3	 K00611 ornithine carbamoyltransferase [EC:2.1.3.3]	14.0
omz_770m_9651_0								 [SAR406 cluster bacterium SCGC AB-629-J13]	5.0					 [Kordia algicida OT-1]	3.0						
omz_770m_4109_2					serS http://www.ncbi.nlm.nih.gov/protein/30248204 seryl-tRNA synthetase catalyzes two-step reaction, first charging serine molecule linking its carboxyl group to alpha-phosphate ATP, followed transfer aminoacyl-adenylate tRNA	22.0		seryl-tRNA synthetase [Acinetobacter sp. CIP 53.82]	6.0		COG0172 # J Translation, ribosomal structure biogenesis Function: Seryl-tRNA synthetase Organism: Listeria innocua (Lin)	14.0	6.1.1.11	Seryl-tRNA synthetase (EC 6.1.1.11) [Bacillus subtilis subsp. spizizenii TU-B-10]	19.0	6.1.1.11	Seryl-tRNA synthetase OS Nitrosospira multiformis (strain ATCC 25196 / NCIMB 11849) GN serS PE 3 SV 1 # UNIPROT Q2YCN3 SERINE--TRNA-LIGASE-RXN 6.1.1.11	32.0	6.1.1.11	serS seryl-tRNA synthetase (EC:6.1.1.11) K01875 [EC:6.1.1.11]	16.0
omz_770m_9658_0					http://www.ncbi.nlm.nih.gov/protein/114321619 alcohol dehydrogenase PFAM: Alcohol dehydrogenase, zinc-binding domain protein dehydrogenase GroES KEGG: mag:amb4555 NADPH:quinone reductase related Zn-dependent oxidoreductase	16.0		Alcohol dehydrogenase zinc-binding domain protein [Novosphingobium nitrogenifigens]	6.0		COG0604 # CR Function: NADPH:quinone reductase related Zn-dependent oxidoreductases Organism: Brucella melitensis (Bme)	13.0	1.6.5.5	Quinone oxidoreductase (EC 1.6.5.5) [Comamonas testosteroni ATCC 11996]	18.0				1.6.5.5	NADP-dependent oxidoreductase, putative K00344 NADPH2:quinone reductase [EC:1.6.5.5]	17.0
omz_770m_4108_0					BAV3264 http://www.ncbi.nlm.nih.gov/protein/187479734 tricarballylate dehydrogenase catalyzes oxidation to cis-aconitate FAD-dependent required utilization as carbon energy source S. enterica	17.0		Fumarate reductase flavoprotein subunit precursor [Bhargavaea cecembensis]	7.0				1.3.99.1	Fumarate reductase flavoprotein subunit (EC 1.3.99.1) [Solibacillus silvestris StLB046]	19.0					FAD binding domain containing protein	4.0
omz_770m_7768_0					BAS0974 http://www.ncbi.nlm.nih.gov/protein/49183995 peptidylprolyl isomerase cis/trans isomerase peptidylprolyl PPIase membrane-bound lipoprotein	8.0		Foldase protein PrsA precursor @ clustered pyrimidine conversion [Bacillus sp. GeD10]	10.0				5.2.1.8	Foldase protein PrsA precursor (EC 5.2.1.8) @ clustered pyrimidine conversion [Bacillus anthracis str. Heroin Ba4599]	24.0				5.2.1.8	PpiC-type peptidyl-prolyl cis-trans isomerase K07533 foldase protein PrsA [EC:5.2.1.8]	18.0
omz_770m_7764_0					http://www.ncbi.nlm.nih.gov/protein/116330792  cytoplasmic protein	2.0		methyltransferase FkbM domain protein [Leptospira santarosai]	5.0					FIG00766213:  [Leptospira santarosai serovar Arenal str. 7]	7.0			
omz_770m_7765_1								nucleotidyl transferase [Sorangium cellulosum]	4.0					Putative sugar nucleotidyltransferase [Sorangium cellulosum 'So ce 56']	8.0					putative nucleotidyl transferase	3.0
omz_770m_7761_0								histidine kinase [Citreicella sp. SE45]	5.0					Sensory box histidine kinase/response regulator [Citreicella sp. SE45]	8.0						
omz_770m_7763_1								 [SAR324 cluster bacterium SCGC AB-629-J17]	5.0												
