orf_id	CAZy_2013-07-13(EC) 	CAZy_2013-07-13(product)	CAZy_2013-07-13(value)	EggNog_v3_2013_08_07(EC) 	EggNog_v3_2013_08_07(product)	EggNog_v3_2013_08_07(value)	RefSeq_complete_nr_v62_dec2013(EC) 	RefSeq_complete_nr_v62_dec2013(product)	RefSeq_complete_nr_v62_dec2013(value)	COG_2013-12-27(EC) 	COG_2013-12-27(product)	COG_2013-12-27(value)	seed-2014-01-30(EC) 	seed-2014-01-30(product)	seed-2014-01-30(value)	metacyc-v5-2011-10-21(EC) 	metacyc-v5-2011-10-21(product)	metacyc-v5-2011-10-21(value)	KEGG_pep_2013(EC) 	KEGG_pep_2013(product)	KEGG_pep_2013(value)
below_euphotic_200m_6355_0								 [Marine Group I thaumarchaeote SCGC AB-629-I23]	6.0												
below_euphotic_200m_6350_1								acriflavin resistance protein [Tistrella mobilis]	4.0					Acriflavin resistance protein [Tistrella mobilis KA081020-065]	5.0						
below_euphotic_200m_6350_2					RPA4414 http://www.ncbi.nlm.nih.gov/protein/39937474 putative RND efflux transporter	6.0		Acr/RND family transmembrane transporter [Methylobacterium sp. WSM2598]	7.0		COG0841 # V Defense mechanisms Function: Cation/multidrug efflux pump Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	16.0		Cation efflux system protein [Sphingomonas elodea ATCC 31461]	7.0					acriflavin resistance protein	2.0
below_euphotic_200m_6353_0					http://www.ncbi.nlm.nih.gov/protein/154250981  PFAM: protein unknown function DUF541 KEGG: DUF541	6.0		 [Tistrella mobilis]	2.0					PUTATIVE PERIPLASMIC PROTEIN [Parvibaculum lavamentivorans DS-1]	6.0					 K09797 protein	1.0
below_euphotic_200m_539_0								 [SAR202 cluster bacterium SCGC AAA240-N13]	5.0												
below_euphotic_200m_538_0								branched-chain amino acid aminotransferase [Oceanibaculum indicum]	6.0					 [Oceanibaculum indicum P24]	3.0						
below_euphotic_200m_2211_0		glycosyl transferase family 2 [Coraliomargarita akajimensis DSM 45221] (GT:2)	9.0		http://www.ncbi.nlm.nih.gov/protein/197117499 glycosyl transferase family 2 PFAM: KEGG: glycosyltransferase GT2	9.0		glycosyl transferase [Geobacter bemidjiensis]	4.0					Glycosyl transferase, family 2 [Crocosphaera watsonii WH 8501]	8.0					family 2 glycosyl transferase	4.0
below_euphotic_200m_2213_0					http://www.ncbi.nlm.nih.gov/protein/116621083 ASPIC/UnbV domain-containing protein PFAM: domain FG-GAP repeat KEGG:	8.0		ASPIC/UnbV domain-containing protein [Candidatus Solibacter usitatus]	5.0					FIG01084797:  [Solibacter usitatus Ellin6076]	4.0					ASPIC/UnbV domain-containing protein	2.0
below_euphotic_200m_535_0					http://www.ncbi.nlm.nih.gov/protein/229917967 ATP-dependent chaperone ClpB KEGG: bcz:BCZK1066 Clp protease, ATP-binding subunit TIGRFAM: PFAM: ATPase AAA-2 domain protein AAA central Torsin associated various cellular activities SMART:	23.0		Class III stress response-related ATPase [Anoxybacillus sp. DT3-1]	8.0		COG0542 # O Posttranslational modification, protein turnover, chaperones Function: ATPases chaperone activity, ATP-binding subunit Organism: Pasteurella multocida (Pmu)	17.0		ClpB protein [Listeria monocytogenes str. Scott A]	6.0					hsp101 heat-shock protein 101 K03695 ATP-dependent Clp protease ATP-binding subunit ClpB	10.0
below_euphotic_200m_534_0								 [Poribacteria bacterium WGA-3G]	3.0												
below_euphotic_200m_5079_0								 [SAR324 cluster bacterium SCGC AAA240-J09]	5.0					conserved  thioredoxin domain [SAR324 cluster bacterium SCGC AAA240-J09]	7.0						
below_euphotic_200m_5070_0					http://www.ncbi.nlm.nih.gov/protein/194366431 ABC transporter related PFAM: SMART: AAA ATPase KEGG: xac:XAC1459 ATP-binding protein	11.0		Lipid A export ATP-binding/permease protein MsbA [Cesiribacter andamanensis]	7.0					Lipid A export ATP-binding/permease protein MsbA [Xanthomonas axonopodis pv. punicae str. LMG 859]	12.0					ABC superfamily peptide exporter K06147 ATP-binding cassette, subfamily B, bacterial	10.0
below_euphotic_200m_5072_0								 [SAR202 cluster bacterium SCGC AAA240-N13]	5.0												
below_euphotic_200m_5072_1					http://www.ncbi.nlm.nih.gov/protein/134299030 aspartate kinase catalyzes formation 4-phospho-L-aspartate from L-aspartate ATP, Bacillus, lysine sensitive regulated response to starvation.	16.0		Aspartate kinase domain containing protein [Halomonas]	5.0		COG0527 # E Amino acid transport metabolism Function: Aspartokinases Organism: Pseudomonas aeruginosa (Pae)	13.0	2.7.2.4	Aspartokinase (EC 2.7.2.4) [Desulfotomaculum hydrothermale Lam5 DSM 18033]	18.0				2.7.2.4	aspartate kinase (EC:2.7.2.4) K00928 [EC:2.7.2.4]	15.0
below_euphotic_200m_5294_0					ffh http://www.ncbi.nlm.nih.gov/protein/32477733 signal recognition particle protein PMID: 6357787 1279430 best DB hits: BLAST: pir:F72236 protein - Thermotoga E 2e-87 ddbj:BAB06203.1 (AP001515) [Bacillus 2e-85 gb:AAF69242.1 (AF173880) particle 3e-84 COG: TM1565 COG0541 Signal GTPase 2e-88 PFAM: PF02881 SRP54-type protein, helical b 8.8e-21 PF02223 Thymidylate kinase 0.33 PF00485 Phosphoribulokinase / Uridine 0.03	46.0		signal recognition particle protein [Rhodopirellula sp. SWK7]	6.0		COG0541 # U Intracellular trafficking, secretion, vesicular transport Function: Signal recognition particle GTPase Organism: Staphylococcus aureus N315 (Sau)	18.0		Signal recognition particle, subunit Ffh SRP54 (TC 3.A.5.1.1) [Bifidobacterium animalis subsp. lactis CNCM I-2494]	14.0					signal recognition particle subunit FFH/SRP54 (SRP54) K03106 SRP54	8.0
below_euphotic_200m_5295_0					glnG http://www.ncbi.nlm.nih.gov/protein/240139570 two-component sigma-54 specific nitrogen transcriptional regulator, Fis subfamily N-terminal response receiver Evidence 2b : Function strongly homologous gene Product type r regulator	24.0		response regulator containing CheY-like receiver [Magnetospirillum sp. SO-1]	8.0		COG2204 # T Signal transduction mechanisms Function: Response regulator containing CheY-like receiver, AAA-type ATPase, DNA-binding domains Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	23.0		Nitrogen assimilation regulatory protein [Bradyrhizobium japonicum USDA 6]	7.0					two component, sigma54 specific, transcriptional regulator, fis family K07712 two-component system, NtrC family, nitrogen regulation response regulator GlnG	18.0
below_euphotic_200m_5296_0					adk http://www.ncbi.nlm.nih.gov/protein/58580586 adenylate kinase essential enzyme that recycles AMP active cells converts ATP to two molecules ADP	17.0		adenylate kinase [Aeromonas molluscorum]	4.0		COG0563 # F Nucleotide transport metabolism Function: Adenylate kinase related kinases Organism: Methanosarcina acetivorans str.C2A (Mac)	16.0	2.7.4.3	Adenylate kinase (EC 2.7.4.3) [Weissella koreensis KACC 15510]	18.0	2.7.4.3	Adenylate kinase OS Pelobacter propionicus (strain DSM 2379) GN adk PE 3 SV 1 # UNIPROT A1ALW2 ADENYL-KIN-RXN 2.7.4.3	29.0	2.7.4.3	adk adenylate kinase (EC:2.7.4.3) K00939 [EC:2.7.4.3]	16.0
below_euphotic_200m_5298_0					YPO2588 http://www.ncbi.nlm.nih.gov/protein/218929669 putative ABC transport protein Similar to Rickettsia prowazekii mitochondrial transporter ATM1 protein RP205 TR:Q9ZDW0 (EMBL:AJ235270) (609 aa) fasta scores: E(): 0, 53.0% id 585 aa, C-terminal regions eukaryotic Drosophila melanogaster hypothetical CG7955 TR:Q9W0C5 (EMBL:AE003472) (606 46.1% 597 aa. region Homo sapiens ABCB6 TR:Q9NP58 (EMBL:AJ289233) (842 44.9% 599 All database matches, bar one, are proteins.	54.0		putative ABC transporter protein, partial [Acetobacteraceae bacterium AT-5844]	8.0		COG5265 # O Posttranslational modification, protein turnover, chaperones Function: ABC-type transport system involved Fe-S cluster assembly, permease ATPase components Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	25.0		Lipid A export ATP-binding/permease protein MsbA [Burkholderia pseudomallei 91]	8.0				3.6.3.44	half-ABC transporter, putative (EC:3.6.3.44)	14.0
below_euphotic_200m_5796_0					http://www.ncbi.nlm.nih.gov/protein/170728274 cation antiporter PFAM: KEGG: antiporter	5.0		multicomponent Na+:H+ antiporter subunit E [Glaciecola arctica]	7.0					Cation antiporter precursor [Shewanella woodyi ATCC 51908]	7.0					cation antiporter K05569 multicomponent Na+:H+ antiporter subunit E	7.0
below_euphotic_200m_4214_0					dxs http://www.ncbi.nlm.nih.gov/protein/71083316 1-deoxy-D-xylulose-5-phosphate synthase catalyzes formation 1-deoxy-D-xylulose 5-phosphate from pyruvate D-glyceraldehyde 3-phosphate	12.0		1-deoxy-D-xylulose 5-phosphate synthase [alpha proteobacterium JLT2015]	6.0		COG1154 # HI Function: Deoxyxylulose-5-phosphate synthase Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	13.0	2.2.1.7	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7) [Bradyrhizobium japonicum USDA 6]	19.0	2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase OS Chromohalobacter salexigens (strain DSM 3043 / ATCC BAA-138 NCIMB 13768) GN dxs PE 3 SV 1 # UNIPROT Q1R1E5 DXS-RXN 2.2.1.7	34.0	2.2.1.7	1-deoxyxylulose-5-phosphate synthase, putative (EC:2.2.1.7) K01662 1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	18.0
below_euphotic_200m_4211_0					pilY1 http://www.ncbi.nlm.nih.gov/protein/71082776 Type II secretion PilY1 IV fimbrial biogenesis protein, PilY1	10.0		type IV fimbrial biogenesis protein PilY1 [Candidatus Pelagibacter sp. IMCC9063]	9.0					Type IV fimbrial biogenesis protein PilY1 [Pelagibacter ubique HTCC1062]	8.0					pilY1 type II secretion PilY1 K02674 IV pilus assembly protein PilY1	9.0
below_euphotic_200m_5929_1					http://www.ncbi.nlm.nih.gov/protein/220929617 protein unknown function DUF111 PFAM: KEGG: hypothetical	7.0		 [Verrucomicrobia bacterium SCGC AAA164-E04]	4.0					FIG01165809:  [Bacillus bataviensis LMG 21833]	5.0					 K09121 protein	1.0
below_euphotic_200m_5927_0					http://www.ncbi.nlm.nih.gov/protein/161528358 adenylate/guanylate cyclase PFAM: adenylyl cyclase class-3/4/guanylyl KEGG: lpn:lpg1490 adenylate PLUS two component hybrid sensor regulator	15.0		adenylate cyclase [Candidatus Nitrosoarchaeum koreensis]	5.0					Hypothetical protein [Nitrosopumilus maritimus SCM1]	4.0					adenylate/guanylate cyclase	2.0
below_euphotic_200m_5920_0					http://www.ncbi.nlm.nih.gov/protein/110634880 molybdopterin oxidoreductase PFAM: oxidoreductase molydopterin dinucleotide-binding region KEGG: trimethylamine-N-oxide reductase (cytochrome c)	12.0		trimethylamine N-oxide (TMAO) reductase I,catalytic subunit [Mesorhizobium sp. STM 4661]	10.0		COG0243 # C Energy production conversion Function: Anaerobic dehydrogenases, typically selenocysteine-containing Organism: Mycobacterium tuberculosis H37Rv (Mtu)	16.0	1.7.2.3	Trimethylamine-N-oxide reductase (Cytochrome c) (EC 1.7.2.3) [Pseudomonas syringae Cit 7]	20.0				1.7.2.3	bisc1 molybdopterin oxidoreductase (EC:1.-.-.-) K07812 trimethylamine-N-oxide reductase (cytochrome c) 2 [EC:1.7.2.3]	21.0
below_euphotic_200m_1596_0								 [Marine Group I thaumarchaeote SCGC AB-629-I23]	6.0												
below_euphotic_200m_1596_1								 [Marine Group I thaumarchaeote SCGC AB-629-I23]	6.0												
below_euphotic_200m_5457_0					http://www.ncbi.nlm.nih.gov/protein/71909693 phosphoenolpyruvate--protein phosphotransferase	3.0		Phosphoenolpyruvate-protein phosphotransferase PTS system [Nitrosospira sp. APG3]	7.0		COG1080 # G Carbohydrate transport metabolism Function: Phosphoenolpyruvate-protein kinase (PTS system EI component bacteria) Organism: Streptococcus pneumoniae TIGR4 (Spn)	19.0	2.7.3.9	Phosphoenolpyruvate-protein phosphotransferase PTS system (EC 2.7.3.9) [endosymbiont Tevnia jerichonana (vent Tica)]	21.0				2.7.3.9	phosphoenolpyruvate--protein phosphotransferase (EC:2.7.3.9) K08483 system, enzyme I, PtsI [EC:2.7.3.9]	19.0
below_euphotic_200m_7297_0								 [SAR324 cluster bacterium SCGC AAA001-C10]	5.0					 [SAR324 cluster bacterium SCGC AAA240-J09]	5.0						
below_euphotic_200m_7292_0								 [Poribacteria]	1.0												
below_euphotic_200m_7293_0					http://www.ncbi.nlm.nih.gov/protein/269837565 ABC transporter related protein PFAM: related SMART: AAA ATPase KEGG: ABC-type transport system ATP- binding protein II	15.0		branched-chain amino acid ABC transporter ATPase [Roseovarius nubinhibens]	8.0		COG0411 # E Amino acid transport metabolism Function: ABC-type branched-chain amino systems, ATPase component Organism: Mesorhizobium loti (Mlo)	18.0		Branched-chain amino acid transport ATP-binding protein LivG (TC 3.A.1.4.1) [SAR324 cluster bacterium JCVI-SC AAA005]	13.0					ABC transporter-like protein K01995 branched-chain amino acid transport system ATP-binding protein	9.0
below_euphotic_200m_7290_1					mll4451 http://www.ncbi.nlm.nih.gov/protein/161621450 dihydroorotase Catalyzes reversible hydrolysis amide bond within dihydroorotate. This metabolic intermediate required biosynthesis pyrimidine nucleotides	17.0		dihydroorotase [Methylobacterium sp. WSM2598]	4.0		COG3964 # R General function prediction only Function: Predicted amidohydrolase Organism: Mesorhizobium loti (Mlo)	14.0	3.5.2.3	Dihydroorotase (EC 3.5.2.3) [Bradyrhizobium japonicum USDA 6]	17.0				3.5.2.3	dihydroorotase (EC:3.5.2.3) K01465 [EC:3.5.2.3]	14.0
below_euphotic_200m_7290_2					mll4451 http://www.ncbi.nlm.nih.gov/protein/161621450 dihydroorotase Catalyzes reversible hydrolysis amide bond within dihydroorotate. This metabolic intermediate required biosynthesis pyrimidine nucleotides	17.0		dihydroorotase [Mesorhizobium sp. WSM4349]	4.0		COG3964 # R General function prediction only Function: Predicted amidohydrolase Organism: Mesorhizobium loti (Mlo)	14.0	3.5.2.3	Dihydroorotase (EC 3.5.2.3) [Bradyrhizobium japonicum USDA 6]	17.0				3.5.2.3	dihydroorotase (EC:3.5.2.3) K01465 [EC:3.5.2.3]	14.0
below_euphotic_200m_7291_0								 [alpha proteobacterium BAL199]	3.0					 [alpha proteobacterium BAL199]	3.0						
below_euphotic_200m_7291_1					ABC0629 http://www.ncbi.nlm.nih.gov/protein/56962403 tricarballylate dehydrogenase catalyzes oxidation to cis-aconitate FAD-dependent required utilization as carbon energy source S. enterica	17.0		Fumarate reductase flavoprotein subunit precursor [Bhargavaea cecembensis]	7.0				1.3.99.1	Fumarate reductase flavoprotein subunit (EC 1.3.99.1) [Bacillus oceanisediminis 2691]	19.0				1.3.99.1	Succinate dehydrogenase (EC:1.3.99.1)	13.0
below_euphotic_200m_7569_1		proline iminopeptidase putative [Albugo laibachii Nc14] (GT:2)	7.0		pip http://www.ncbi.nlm.nih.gov/protein/26991704 proline iminopeptidase similar to GB:X62583, PID:42775 identified sequence similarity putative	12.0		proline iminopeptidase [Pseudomonas sp. HYS]	5.0		COG0596 # R General function prediction only Function: Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) Organism: Nostoc sp. PCC 7120 (Nos)	21.0	3.4.11.5	Proline iminopeptidase (EC 3.4.11.5) [endosymbiont Riftia pachyptila (vent Ph05)]	19.0				3.4.11.5	prolyl aminopeptidase serine peptidase merops family s33 K01259 proline iminopeptidase [EC:3.4.11.5]	21.0
below_euphotic_200m_7298_0					http://www.ncbi.nlm.nih.gov/protein/84623466  identified sequence similarity putative ORF located using Blastx/Glimmer/GeneHacker	9.0		putative cyclopropane-fatty-acyl-phospholipid synthase [Xanthomonas translucens]	5.0					Cyclopropane-fatty-acyl-phospholipid synthase-like protein, clusters FIG005069 [Xanthomonas axonopodis pv. punicae str. LMG 859]	12.0					coclaurine N-methyltransferase, putative	3.0
below_euphotic_200m_7299_0								 [SAR324 cluster bacterium SCGC AAA001-C10]	5.0					 [SAR324 cluster bacterium SCGC AAA001-C10]	5.0						
below_euphotic_200m_3713_0					fabF http://www.ncbi.nlm.nih.gov/protein/27379196 3-oxoacyl-(acyl carrier protein) synthase II FabF beta-ketoacyl-ACP II, KASII catalyzes condensation reaction fatty acid biosynthesis: addition acyl acceptor two carbons from malonyl-ACP required elongation short-chain unsaturated acyl-ACP	29.0		3-oxoacyl-(acyl carrier protein) synthase II [Magnetospirillum sp. SO-1]	8.0		COG0304 # IQ Function: 3-oxoacyl-(acyl-carrier-protein) synthase Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	13.0	2.3.1.179	3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.179) [Bradyrhizobium japonicum USDA 6]	19.0	2.3.1.41	3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial OS Bos taurus GN OXSM PE 2 SV 1 # UNIPROT Q0VCA7 RXN-9535 CATTLE:513530-MONOMER 2.3.1.41	28.0	2.3.1.179	3-oxoacyl-(acyl-carrier-protein) synthase II, putative (EC:2.3.1.179) K09458 3-oxoacyl-[acyl-carrier-protein] II [EC:2.3.1.179]	19.0
below_euphotic_200m_3240_0					http://www.ncbi.nlm.nih.gov/protein/119383853 peptidase M19, renal dipeptidase PFAM: KEGG: peptidase, M19 family	10.0		renal dipeptidase family protein, partial [Pseudomonas amygdali]	7.0		COG2355 # E Amino acid transport metabolism Function: Zn-dependent dipeptidase, microsomal dipeptidase homolog Organism: Pseudomonas aeruginosa (Pae)	17.0	3.4.13.19	Microsomal dipeptidase (EC 3.4.13.19) [Burkholderia ubonensis Bu]	17.0				3.4.13.19	membrane dipeptidase (EC:3.4.13.19) K01273 [EC:3.4.13.19]	15.0
below_euphotic_200m_3240_1					http://www.ncbi.nlm.nih.gov/protein/121610966 membrane dipeptidase PFAM: peptidase M19, renal KEGG: dipeptidase family protein	9.0		renal dipeptidase family protein, partial [Pseudomonas amygdali]	7.0		COG2355 # E Amino acid transport metabolism Function: Zn-dependent dipeptidase, microsomal dipeptidase homolog Organism: Sinorhizobium meliloti (Sme)	17.0	3.4.13.19	Microsomal dipeptidase (EC 3.4.13.19) [Burkholderia pseudomallei 91]	17.0				3.4.13.19	membrane dipeptidase (EC:3.4.13.19) K01273 [EC:3.4.13.19]	15.0
below_euphotic_200m_3245_0					http://www.ncbi.nlm.nih.gov/protein/197106206 TonB-dependent receptor	3.0		TonB-dependent receptor [Phenylobacterium zucineum]	4.0					TonB-dependent receptor [Phenylobacterium zucineum HLK1]	5.0						
below_euphotic_200m_6166_1					http://www.ncbi.nlm.nih.gov/protein/261420573  KEGG: protein	2.0		 [Rhodococcus sp. P14]	3.0					FIG00998142:  [Rhodococcus opacus M213]	4.0			
below_euphotic_200m_6165_0					http://www.ncbi.nlm.nih.gov/protein/114799217 glutamate dehydrogenase identified match to protein family HMM PF05088	9.0		, partial [Oceanicaulis sp. HTCC2633]	5.0		COG2902 # E Amino acid transport metabolism Function: NAD-specific glutamate dehydrogenase Organism: Mycobacterium tuberculosis CDC1551 (MtC)	16.0	1.4.1.2	NAD-specific glutamate dehydrogenase (EC 1.4.1.2), large form [Vibrio tubiashii ATCC 19109]	21.0	1.4.1.2	NAD-specific glutamate dehydrogenase OS Pseudomonas aeruginosa GN gdhB PE 1 SV # UNIPROT Q9HZE0 GLUTAMATE-DEHYDROGENASE-RXN PAER208964:PA3068-MONOMER 1.4.1.2	27.0	1.4.1.2	glutamate dehydrogenase (EC:1.4.1.2) K00260 [EC:1.4.1.2]	15.0
below_euphotic_200m_6164_1								, partial [candidate division OD1 bacterium SCGC AAA010-E09]	8.0					tRNA S(4)U 4-thiouridine synthase (former ThiI) [Eubacterium siraeum DSM 15702]	10.0						
below_euphotic_200m_6161_0					http://www.ncbi.nlm.nih.gov/protein/115360324 alcohol dehydrogenase PFAM: Alcohol dehydrogenase, zinc-binding domain protein dehydrogenase GroES KEGG: aci:ACIAD1429 aryl-alcohol	12.0		Alcohol dehydrogenase superfamily, zinc-containing [Halomonas titanicae]	6.0				1.1.1.1	Alcohol dehydrogenase class III (EC 1.1.1.1) [Stenotrophomonas maltophilia PML168]	19.0				1.1.1.90	alcohol dehydrogenase zinc-binding domain-containing protein K00055 aryl-alcohol [EC:1.1.1.90]	17.0
below_euphotic_200m_6160_0								 [SAR202 cluster bacterium SCGC AAA240-N13]	5.0												
below_euphotic_200m_6160_1					http://www.ncbi.nlm.nih.gov/protein/222523756 Luciferase-like monooxygenase PFAM: KEGG: luciferase family protein	7.0		 [SAR202 cluster bacterium SCGC AAA240-N13]	5.0					Uncharacterized protein Mb1395 precursor [Chloroflexus aggregans DSM 9485]	7.0					luciferase-like monooxygenase	2.0
below_euphotic_200m_3539_0					SerS http://www.ncbi.nlm.nih.gov/protein/147676348 seryl-tRNA synthetase catalyzes two-step reaction, first charging serine molecule linking its carboxyl group to alpha-phosphate ATP, followed transfer aminoacyl-adenylate tRNA	22.0		seryl-trna synthetase [Bacillus stratosphericus]	4.0		COG0172 # J Translation, ribosomal structure biogenesis Function: Seryl-tRNA synthetase Organism: Streptococcus pyogenes M1 GAS (Spy)	16.0	6.1.1.11	Seryl-tRNA synthetase (EC 6.1.1.11) [Acetonema longum DSM 6540]	18.0	6.1.1.11	Seryl-tRNA synthetase OS Rhodoferax ferrireducens (strain DSM 15236 / ATCC BAA-621 T118) GN serS PE 3 SV 1 # UNIPROT Q21TF1 SERINE--TRNA-LIGASE-RXN 6.1.1.11	33.0	6.1.1.11	serS seryl-tRNA synthetase (EC:6.1.1.11) K01875 [EC:6.1.1.11]	16.0
below_euphotic_200m_3536_1					http://www.ncbi.nlm.nih.gov/protein/78777479 resistance-nodulation-cell division family transporter	5.0		transporter [SAR86 cluster bacterium SAR86C]	5.0		COG1033 # R General function prediction only Function: Predicted exporters RND superfamily Organism: Campylobacter jejuni (Cje)	16.0		 [Simiduia agarivorans SA1 DSM 21679]	5.0					acrB integral membrane protein K07003	4.0
below_euphotic_200m_3534_0								peptidase C14 caspase catalytic subunit p20 [SAR324 cluster bacterium SCGC AAA001-C10]	11.0					SLEI family protein [SAR324 cluster bacterium SCGC AAA001-C10]	7.0						
below_euphotic_200m_3532_0					uvrC http://www.ncbi.nlm.nih.gov/protein/91975761 excinuclease ABC subunit C The UvrABC repair system catalyzes recognition processing DNA lesions. UvrC both incises 5' 3' sides lesion. N-terminal half responsible incision C-terminal	27.0		excinuclease ABC subunit C [Bradyrhizobium sp. STM 3843]	8.0					Excinuclease ABC subunit C [Bradyrhizobium sp. ORS 285]	8.0						
below_euphotic_200m_2625_0														 [Prochlorococcus phage P-SSM7.]	3.0						
below_euphotic_200m_2625_1														taurine catabolism dioxygenase [Prochlorococcus phage P-HM2.]	6.0						
below_euphotic_200m_293_0					http://www.ncbi.nlm.nih.gov/protein/251794733 outer membrane adhesin like proteiin KEGG: putative hemolysin TIGRFAM: PFAM: S-layer domain protein Cna B Ig protein group 1 SMART: Cadherin	20.0		outer membrane adhesin like proteiin [Mycobacterium tusciae]	7.0					RTX toxins related Ca2+-binding proteins [endosymbiont Tevnia jerichonana (vent Tica)]	10.0					outer membrane adhesin like proteiin	5.0
below_euphotic_200m_1750_0					http://www.ncbi.nlm.nih.gov/protein/238924506 putative UDP-N-acetylglucosamine diphosphorylase Cytoplasmic, score:8.87 COG0110 Acetyltransferase (isoleucine patch superfamily) KEGG:K00972 diphosphorylase  superfamily:IPR011004	13.0		transferase hexapeptide repeat protein [Clostridium sp. CAG:1013]	6.0				2.3.1.157	Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157) [Bryantella formatexigens DSM 14469]	18.0					transferase hexapeptide repeat containing protein	4.0
below_euphotic_200m_1750_1								ATP-dependent helicase [Chthoniobacter flavus]	4.0					DinG family ATP-dependent helicase YoaA [Chthoniobacter flavus Ellin428]	8.0						
below_euphotic_200m_2620_0					dinF http://www.ncbi.nlm.nih.gov/protein/56697747 DNA-damage-inducible protein F identified similarity to SP:P28303 match family HMM PF01554 TIGR00797	13.0		multidrug transporter MATE [Thalassospira xiamenensis]	5.0		COG0534 # V Defense mechanisms Function: Na+-driven multidrug efflux pump Organism: Ralstonia solanacearum (Rso)	14.0		Na+-driven multidrug efflux pump [Verrucomicrobia bacterium SCGC AAA168-F10]	8.0					dinF DNA-damage-inducible protein F K03327 multidrug resistance protein, MATE family	9.0
below_euphotic_200m_1752_0					aroG http://www.ncbi.nlm.nih.gov/protein/71282168 phospho-2-dehydro-3-deoxyheptonate aldolase catalyzes formation 3-deoxy-D-arabino-hept-2-ulosonate 7 phosphate from phosphoenolpyruvate D-erythrose 4-phosphate, tyrosine sensitive	15.0		phospho-2-dehydro-3-deoxyheptonate aldolase [Thauera sp. 63]	5.0		COG0722 # E Amino acid transport metabolism Function: 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase Organism: Escherichia coli O157:H7 EDL933 (EcZ)	18.0	2.5.1.54	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54) ## AroA [Methyloversatilis universalis FAM5]	21.0	2.5.1.54	Phospho-2-dehydro-3-deoxyheptonate aldolase OS Haemophilus influenzae (strain ATCC 51907 / DSM 11121 KW20 Rd) GN aroG PE 3 SV 1 # UNIPROT P44303 DAHPSYN-RXN 2.5.1.54	34.0	2.5.1.54	ARO3 2-dehydro-3-deoxy- phosphoheptonate aldolase K01626 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]	18.0
below_euphotic_200m_2622_1					http://www.ncbi.nlm.nih.gov/protein/194367116  KEGG: cationic amino acid transporter	6.0		Uncharacterized amino acid permease yhdG [Stenotrophomonas maltophilia]	7.0					cationic amino acid transporter [Stenotrophomonas maltophilia R551-3]	7.0			
below_euphotic_200m_4507_1					exoA http://www.ncbi.nlm.nih.gov/protein/29377212 exodeoxyribonuclease similar to GB:D10704, SP:P35790, PID:219541 identified sequence similarity putative	12.0		exodeoxyribonuclease III (xth) [Clostridium sp. ASF502]	6.0		COG0708 # L Replication, recombination repair Function: Exonuclease III Organism: Helicobacter pylori 26695 (Hpy)	14.0	3.1.11.2	Exodeoxyribonuclease III (EC 3.1.11.2) [Lactobacillus malefermentans KCTC 3548]	18.0				4.2.99.18	hypothetical LOC584564 K10771 AP endonuclease 1 [EC:4.2.99.18]	17.0
below_euphotic_200m_2623_0					rpoB http://www.ncbi.nlm.nih.gov/protein/56551627 DNA-directed RNA polymerase subunit beta DNA-dependent catalyzes transcription DNA into using four ribonucleoside triphosphates as substrates beta part catalytic core which binds sigma factor to produce holoenzyme	28.0		DNA-directed RNA polymerase subunit beta [Magnetospirillum sp. SO-1]	8.0		COG0085 # K Transcription Function: DNA-directed RNA polymerase, beta subunit/140 kD subunit Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	19.0	2.7.7.6	DNA-directed RNA polymerase beta subunit (EC 2.7.7.6) [Bradyrhizobium japonicum USDA 6]	21.0				2.7.7.6	RNA polymerase II second largest subunit (RPB2), putative (EC:2.7.7.6)	19.0
below_euphotic_200m_2623_1					rpoC http://www.ncbi.nlm.nih.gov/protein/27380520 DNA-directed RNA polymerase subunit beta' DNA-dependent catalyzes transcription DNA into using four ribonucleoside triphosphates as substrates. Subunit beta' binds to sigma factor allowing it bind -10 region promoter	29.0		DNA-directed RNA polymerase subunit beta' [Methylocystis sp. SC2]	8.0		COG0086 # K Transcription Function: DNA-directed RNA polymerase, beta' subunit/160 kD subunit Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	19.0	2.7.7.6	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6) [Bradyrhizobium japonicum USDA 6]	21.0				2.7.7.6	rpoC1 RNA polymerase beta' chain K03046 DNA-directed subunit [EC:2.7.7.6]	19.0
