orf_id	CAZy_2013-07-13(EC) 	CAZy_2013-07-13(product)	CAZy_2013-07-13(value)	EggNog_v3_2013_08_07(EC) 	EggNog_v3_2013_08_07(product)	EggNog_v3_2013_08_07(value)	RefSeq_complete_nr_v62_dec2013(EC) 	RefSeq_complete_nr_v62_dec2013(product)	RefSeq_complete_nr_v62_dec2013(value)	COG_2013-12-27(EC) 	COG_2013-12-27(product)	COG_2013-12-27(value)	seed-2014-01-30(EC) 	seed-2014-01-30(product)	seed-2014-01-30(value)	metacyc-v5-2011-10-21(EC) 	metacyc-v5-2011-10-21(product)	metacyc-v5-2011-10-21(value)	KEGG_pep_2013(EC) 	KEGG_pep_2013(product)	KEGG_pep_2013(value)
upper_euphotic_70m_9825_1					IL0073 http://www.ncbi.nlm.nih.gov/protein/56459184 	2.0		 [Gillisia sp. CBA3202]	3.0					conserved , secreted [Gillisia sp. CBA3202]	5.0			
upper_euphotic_70m_331_0					wcaG http://www.ncbi.nlm.nih.gov/protein/22124985 nucleotide di-P-sugar epimerase or dehydratase residues 1 to 320 321 are 75.31 pct identical from E. coli K12 : B2052 100.00 GenPept (AJ251712) GDP-L-fucose synthetase [Yersinia pseudotuberculosis]	29.0		GDP-L-fucose synthetase  Colanic acid biosynthesis protein wcaG [Cronobacter dublinensis]	8.0		COG0451 # MG Function: Nucleoside-diphosphate-sugar epimerases Organism: Escherichia coli O157:H7 EDL933 (EcZ)	12.0	1.1.1.271	GDP-L-fucose synthetase (EC 1.1.1.271) Colanic acid biosynthesis protein wcaG [Salmonella enterica subsp. serovar Pullorum str. ATCC 9120]	26.0	1.1.1.271	Putative GDP-L-fucose synthase 2 OS Oryza sativa subsp. japonica GN Os06g0652300 PE 3 SV 1 # UNIPROT Q67WR5 1.1.1.271-RXN 1.1.1.271	30.0	1.1.1.271	fucose synthetase, putative (EC:1.1.1.271) K02377 GDP-L-fucose synthase [EC:1.1.1.271]	18.0
upper_euphotic_70m_331_1					http://www.ncbi.nlm.nih.gov/protein/156933354  KEGG: sfl:SF2114 6.6e-64 wcaH GDP-mannose mannosyl hydrolase K03207 COG: COG0494 NTP pyrophosphohydrolases including oxidative damage repair enzymes Psort location: cytoplasmic, score: 23	23.0		GDP-mannose mannosyl hydrolase NudD [Cronobacter sakazakii]	6.0		COG0494 # LR Function: NTP pyrophosphohydrolases including oxidative damage repair enzymes Organism: Escherichia coli O157:H7 EDL933 (EcZ)	17.0		GDP-mannose mannosyl hydrolase (EC 3.6.1.-) [Achromobacter xylosoxidans AXX-A]	8.0					wcaH GDP-mannose mannosyl hydrolase K03207 colanic acid biosynthesis protein WcaH [EC:3.6.1.-]	10.0
upper_euphotic_70m_337_0					RL3505 http://www.ncbi.nlm.nih.gov/protein/116253247  similarity:fasta (EMBL:AE008141) Agrobacterium tumefaciens (strain C58/ATCC 33970). length 386 id 73.056 360 aa overlap query 8-360 subject 29-386	20.0		glutathione S-transferase [Rhizobium sp. CCGE 510]	6.0		COG0435 # O Posttranslational modification, protein turnover, chaperones Function: Predicted glutathione S-transferase Organism: Escherichia coli O157:H7 EDL933 (EcZ)	17.0	2.5.1.18	Glutathione S-transferase, omega (EC 2.5.1.18) [Salmonella enterica subsp. serovar Pullorum str. ATCC 9120]	23.0				2.5.1.18	glutathione transferase (EC:2.5.1.18) K07393 putative S-transferase	16.0
upper_euphotic_70m_335_0					http://www.ncbi.nlm.nih.gov/protein/222053572 NADH (or F420H2) dehydrogenase, subunit C KEGG: TIGRFAM: PFAM: dehydrogenase (ubiquinone) 30 kDa	14.0		NADH dehydrogenase subunit C [candidate division OP3 bacterium SCGC AAA011-A17]	10.0				1.6.5.3	NADH-ubiquinone oxidoreductase chain C (EC 1.6.5.3) [Sorangium cellulosum 'So ce 56']	21.0				1.6.99.5	NADH (or F420H2) dehydrogenase, subunit C (EC:1.6.99.5) K00332 dehydrogenase I [EC:1.6.5.3]	21.0
upper_euphotic_70m_335_1								NADH dehydrogenase (ubiquinone) [SAR324 cluster bacterium JCVI-SC AAA005]	8.0				1.6.5.3	NADH-ubiquinone oxidoreductase chain B (EC 1.6.5.3) [SAR324 cluster bacterium JCVI-SC AAA005]	21.0						
upper_euphotic_70m_338_0								Phenylacetic acid degradation-related protein [Halomonas titanicae]	5.0					 [Alcanivorax hongdengensis A-11-3]	3.0						
upper_euphotic_70m_338_1					http://www.ncbi.nlm.nih.gov/protein/126448118 acyl-CoA dehydrogenase domain-containing protein identified match to protein family HMM PF00441 PF02770 PF08028	12.0		acyl-CoA dehydrogenase/oxidase [Janthinobacterium sp. HH01]	5.0		COG1960 # I Lipid transport metabolism Function: Acyl-CoA dehydrogenases Organism: Ralstonia solanacearum (Rso)	13.0	1.3.99.3	Putative acyl-CoA dehydrogenase oxidoreductase (EC 1.3.99.3), may be related to NAD-dependent histone acetylation [Burkholderia pseudomallei 112]	26.0					Acad10, 2410021P16Rik acyl-Coenzyme A dehydrogenase family, member 10 K11729 acyl-CoA family 10	11.0
upper_euphotic_70m_246_0								 [Sorangium cellulosum]	2.0												
upper_euphotic_70m_247_0								serine-type D-Ala-D-Ala carboxypeptidase [alpha proteobacterium SCGC AAA076-C03]	7.0				3.4.16.4	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4) [Rhodospirillum photometricum DSM 122]	18.0						
upper_euphotic_70m_7187_0								 [Verrucomicrobiae bacterium DG1235]	3.0					 [Verrucomicrobiae bacterium DG1235]	3.0						
upper_euphotic_70m_7187_1					http://www.ncbi.nlm.nih.gov/protein/182414155 orotate phosphoribosyltransferase TIGRFAM: PFAM: KEGG: phosphoribosyltransferase	6.0		orotate phosphoribosyltransferase [Verrucomicrobiae bacterium DG1235]	5.0				2.4.2.10	Orotate phosphoribosyltransferase (EC 2.4.2.10) [Desulfotomaculum hydrothermale Lam5 DSM 18033]	19.0				2.4.2.10	orotate phosphoribosyltransferase K00762 phosphoribosyltransferase [EC:2.4.2.10]	14.0
upper_euphotic_70m_7181_0					RB9261 http://www.ncbi.nlm.nih.gov/protein/32475794  best DB hits: BLAST: ddbj:BAA37082.1 (AB022095) ORF2 [Streptomyces griseus] E 5e-45 embl:CAC04221.1 (AL391515) conserved 9e-35 pir:G69070 coenzyme F390 synthetase I - Methanobacterium 0.004 COG: MTH1528 COG1541 Coenzyme synthetase 4e-04 PFAM: PF00031 Cystatin domain 0.0015	34.0		 [Rhodopirellula sallentina]	2.0					 [Verrucomicrobium spinosum DSM 4136]	4.0			
upper_euphotic_70m_7182_0					hppA http://www.ncbi.nlm.nih.gov/protein/188586623 membrane-bound proton-translocating pyrophosphatase pyrophosphate-energized proton pump inorganic H+-PPase cleave pyrophosphate to two phosphates generate motive force drive synthesis when PMF sufficient	23.0		putative K(+)-stimulated pyrophosphate-energized sodium pump [Nitrospina gracilis]	7.0				3.6.1.1	Pyrophosphate-energized proton pump (EC 3.6.1.1) [Pelobacter carbinolicus DSM 2380]	19.0				3.6.1.1	hppA membrane-bound proton-translocating pyrophosphatase (EC:3.6.1.1) K01507 inorganic [EC:3.6.1.1]	18.0
upper_euphotic_70m_3945_0		Mur1 [Serratia entomophila] (GH:24)	4.0					phage-related lysozyme (muraminidase) [Leptolyngbya sp. PCC 7375]	7.0		COG3772 # R General function prediction only Function: Phage-related lysozyme (muraminidase) Organism: Salmonella typhimurium LT2 (Sty)	16.0	3.2.1.17	probable phage-related lysozyme( EC:3.2.1.17 ) [Leptolyngbya sp. PCC 6406]	19.0						
upper_euphotic_70m_9799_0					http://www.ncbi.nlm.nih.gov/protein/126463053 5-oxoprolinase (ATP-hydrolyzing) PFAM: Hydantoinase/oxoprolinase Hydantoinaseoxoprolinase domain protein KEGG: putative N-methylhydantoinase A	11.0		N-methylhydantoinase A 1 [Halalkalicoccus jeotgali]	5.0		COG0145 # EQ Function: N-methylhydantoinase A/acetone carboxylase, beta subunit Organism: Aquifex aeolicus (Aae)	13.0	3.5.2.14	N-methylhydantoinase A (EC 3.5.2.14) [Oceanicola sp. S124]	17.0	3.5.2.14	N-methylhydantoinase (ATP-hydrolyzing) A OS Haloferax volcanii (strain ATCC 29605 / DSM 3757 JCM 8879 NBRC 14742 NCIMB 2012 VKM B-1768 DS2) GN hyuA3 PE 4 SV 1 # UNIPROT D4GR53 3.5.2.14-RXN 3.5.2.14	42.0	3.5.2.9	5-oxoprolinase (ATP-hydrolyzing) (EC:3.5.2.9) K01473 N-methylhydantoinase A [EC:3.5.2.14]	17.0
upper_euphotic_70m_3947_0					nadC http://www.ncbi.nlm.nih.gov/protein/240139392 nicotinate-mononucleotide pyrophosphorylase Evidence 2a : Function homologous gene experimentally demonstrated other organism PubMedId 9862811 Product type e enzyme	20.0		nicotinate-nucleotide diphosphorylase (carboxylating) [Sphingobium yanoikuyae]	5.0		COG0157 # H Coenzyme transport metabolism Function: Nicotinate-nucleotide pyrophosphorylase Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	16.0	2.4.2.19	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19) [Sulfobacillus acidophilus TPY]	18.0	1.2.1.20	Nicotinate-nucleotide pyrophosphorylase OS Ochrobactrum intermedium LMG 3301 GN nadC PE 4 SV 1 # UNIPROT C4WII6 GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN 1.2.1.20	28.0	2.4.2.19	nadC nicotinate-nucleotide pyrophosphorylase (carboxylating) (EC:2.4.2.19) K00767 [EC:2.4.2.19]	17.0
upper_euphotic_70m_3947_1								glycosyl transferase [Labrenzia aggregata]	4.0					Glycosyl transferase, group 1 family protein [Labrenzia aggregata IAM 12614]	9.0						
upper_euphotic_70m_3946_0					rplI http://www.ncbi.nlm.nih.gov/protein/83311197 50S ribosomal protein L9 Escherichia coli this wrapped around base L1 stalk	13.0		50S ribosomal protein L9 [Magnetospirillum sp. SO-1]	6.0		COG0359 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein L9 Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	17.0		LSU ribosomal protein L9p [Acetobacter pasteurianus NBRC 101655]	7.0					rplI 50S ribosomal protein L9 K02939 large subunit L9	7.0
upper_euphotic_70m_3946_1					rpsR http://www.ncbi.nlm.nih.gov/protein/114328879 30S ribosomal protein S18 binds as heterodimer S6 to central domain 16S rRNA helps stabilize platform subunit	18.0		30S ribosomal protein S18 [Magnetospirillum sp. SO-1]	6.0		COG0238 # J Translation, ribosomal structure biogenesis Function: Ribosomal protein S18 Organism: Staphylococcus aureus N315 (Sau)	15.0		SSU ribosomal protein S18p @ S18p, zinc-independent [Bradyrhizobium japonicum USDA 6]	10.0					rpsR 30S ribosomal protein S18 K02963 small subunit S18	7.0
upper_euphotic_70m_3413_0								 [marine gamma proteobacterium HTCC2143]	4.0					 [marine gamma proteobacterium HTCC2143]	4.0						
upper_euphotic_70m_3412_0					SPO2998 http://www.ncbi.nlm.nih.gov/protein/56697833 peptide/nickel/opine uptake ABC transporter ATP-binding protein identified match to protein family HMM PF00005	13.0		peptide/nickel/opine uptake family ABC transporter, ATP-binding protein [Rhodobacteraceae bacterium HTCC2083]	9.0		COG1123 # R General function prediction only Function: ATPase components various ABC-type transport systems, contain duplicated Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	23.0		Peptide ABC transporter ATP-binding protein [Paracoccus denitrificans SD1]	7.0				3.6.3.25	Nickel-transporting ATPase. Sulfate-transporting ATPase (EC:3.6.3.25 3.6.3.24)	16.0
upper_euphotic_70m_6582_1					smc http://www.ncbi.nlm.nih.gov/protein/86356646 chromosome partition protein Putative location:bacterial inner membrane Psort-Score: 0.2699 similar to [Agrobacterium tumefaciens] (SMc00024) [Sinorhizobium meliloti] Similar swissprot:Q8UH82	19.0		RecF/RecN/SMC N-terminal domain-containing protein, partial [Rhizobium sp. CF080]	8.0		COG1196 # D Cell cycle control, cell division, chromosome partitioning Function: Chromosome segregation ATPases Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	21.0		Chromosome partition protein smc [Bradyrhizobium japonicum USDA 6]	7.0					smc putative chromosome partition protein K03529 segregation protein	6.0
upper_euphotic_70m_6583_0														Phage recombination endonuclease subunit #T4-like phage gp47 #T4 GC0141 [Synechococcus Syn19.]	11.0						
upper_euphotic_70m_6580_0					http://www.ncbi.nlm.nih.gov/protein/126462177 ferredoxin PFAM: KEGG: uncharacterized metal-binding protein	6.0		putative metal-binding protein, partial [Rhizobium sp. CF080]	7.0		COG3894 # R General function prediction only Function: Uncharacterized metal-binding protein Organism: Sinorhizobium meliloti (Sme)	14.0		Iron-sulfur cluster-binding protein [Mesorhizobium alhagi CCNWXJ12-2]	5.0					putative electron transfer protein (EC:1.6.5.-)	4.0
upper_euphotic_70m_6585_0					BR0430 http://www.ncbi.nlm.nih.gov/protein/23501331 histone deacetylase family protein identified match to protein HMM PF00850	10.0		histone deacetylase [alpha proteobacterium HIMB5]	5.0		COG0123 # BQ Function: Deacetylases, including yeast histone deacetylase acetoin utilization protein Organism: Agrobacterium tumefaciens strain C58 (Cereon) (Atu)	18.0	3.5.1.48	Acetylspermidine deacetylase (EC 3.5.1.48) Deacetylases, including yeast histone acetoin utilization protein [Bradyrhizobium japonicum USDA 6]	24.0					acuC histone deacetylase family protein	4.0
upper_euphotic_70m_6585_1								exodeoxyribonuclease VII small subunit [Novosphingobium nitrogenifigens]	6.0				3.1.11.6	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6) [Novosphingobium aromaticivorans DSM 12444]	20.0				3.1.11.6	exodeoxyribonuclease VII small subunit (EC:3.1.11.6) K03602 [EC:3.1.11.6]	17.0
upper_euphotic_70m_485_0														Phage nucleotide-sugar epimerase # ACLAME 610 [Prochlorococcus phage P-SSM2.]	9.0						
upper_euphotic_70m_486_0					psbD http://www.ncbi.nlm.nih.gov/protein/33240704 photosystem II reaction center D2	7.0		photosystem II D2 protein [Cyanobium sp. PCC 7001]	7.0		NULL # V Defense mechanisms Function: ABC-type antimicrobial peptide transport system, ATPase component Organism: Nostoc sp. PCC 7120 (Nos)	19.0		photosystem II protein D2 (PsbD) [Leptolyngbya sp. PCC 7375]	8.0					photosystem II D2 protein (PsbD) K02706 P680 reaction center	8.0
upper_euphotic_70m_3410_0								ATPase, histidine kinase-, DNA gyrase B-, HSP90-like domain-containing protein [Alcanivorax dieselolei]	10.0					 [Alcanivorax dieselolei B5]	3.0						
upper_euphotic_70m_480_0					nrdA http://www.ncbi.nlm.nih.gov/protein/121635005 ribonucleotide-diphosphate reductase subunit alpha Catalyzes rate-limiting step dNTP synthesis	11.0		ribonucleoside-diphosphate reductase, alpha subunit [Neisseria sp. oral taxon 020]	9.0		COG0209 # F Nucleotide transport metabolism Function: Ribonucleotide reductase, alpha subunit Organism: Neisseria meningitidis MC58 (Nme)	16.0	1.17.4.1	Ribonucleotide reductase class Ia (aerobic), alpha subunit (EC 1.17.4.1) [Neisseria weaveri LMG 5135]	23.0				1.17.4.1	ribonucleotide-diphosphate reductase subunit alpha (EC:1.17.4.1) K00525 ribonucleoside-diphosphate chain [EC:1.17.4.1]	19.0
upper_euphotic_70m_2147_0					SPO2741 http://www.ncbi.nlm.nih.gov/protein/56697579 DNA polymerase III subunit delta' catalyzes DNA-template-directed extension 3'-end strand delta' seems to interact gamma transfer beta	18.0		DNA polymerase III delta prime subunit [Rhodobacter sp. AKP1]	9.0				2.7.7.7	DNA polymerase III delta prime subunit (EC 2.7.7.7) [Roseovarius sp. 217]	21.0				2.7.7.7	DNA polymerase III subunit delta' (EC:2.7.7.7) K02341 [EC:2.7.7.7]	18.0
upper_euphotic_70m_4725_0								enoyl-CoA hydratase [marine gamma proteobacterium HTCC2143]	6.0				4.2.1.17	Enoyl-CoA hydratase (EC 4.2.1.17) [Afipia clevelandensis ATCC 49720]	18.0						
upper_euphotic_70m_4725_1					http://www.ncbi.nlm.nih.gov/protein/109900123 glutathione S-transferase-like PFAM: KEGG: S-transferase-like	5.0		glutathione S-transferase domain protein [marine gamma proteobacterium HTCC2080]	7.0				2.5.1.18	Glutathione S-transferase N-terminal domain protein (EC 2.5.1.18) [Glaciecola mesophila KMM 241]	20.0	2.5.1.18	Glutathione S-transferase OS Pseudomonas putida (strain F1 / ATCC 700007) GN PE 1 SV 2 # UNIPROT P82998 GSHTRAN-RXN 2.5.1.18	30.0	2.5.1.18	Glutathione S-transferase domain protein K00799 glutathione [EC:2.5.1.18]	16.0
upper_euphotic_70m_4727_0					prk http://www.ncbi.nlm.nih.gov/protein/16331050 phosphoribulokinase Catalyzes reaction which CO2 acceptor molecule, RuBP, generated via phosphorylation ribulose 5-phosphate ATP	16.0		uridine kinase [Xenococcus sp. PCC 7305]	6.0		COG0572 # F Nucleotide transport metabolism Function: Uridine kinase Organism: Synechocystis (Syn)	12.0	2.7.1.19	Phosphoribulokinase (EC 2.7.1.19) [Xenococcus sp. PCC 7305]	17.0	2.7.1.19	Phosphoribulokinase, chloroplastic OS Triticum aestivum PE 2 SV 1 # UNIPROT P26302 PHOSPHORIBULOKINASE-RXN 2.7.1.19	24.0	2.7.1.19	phosphoribulokinase (EC:2.7.1.19) K00855 [EC:2.7.1.19]	14.0
upper_euphotic_70m_4722_0					dnaK http://www.ncbi.nlm.nih.gov/protein/26991410 molecular chaperone DnaK heat shock protein 70 assists folding nascent polypeptide chains refolding misfolded proteins utilizes ATPase activity to help fold co-chaperones are DnaJ GrpE multiple copies some bacteria	30.0		molecular chaperone DnaK [Pseudomonas sp. M1]	6.0		COG0443 # O Posttranslational modification, protein turnover, chaperones Function: Molecular chaperone Organism: Escherichia coli O157:H7 EDL933 (EcZ)	16.0		Chaperone protein DnaK [Pseudomonas mendocina NK-01]	5.0				1.3.1.74	Hsp70, putative (EC:1.3.1.74) K04043 molecular chaperone DnaK	17.0
upper_euphotic_70m_4723_0														DUF680 domain-containing protein [Prochlorococcus phage P-RSM4.]	5.0						
upper_euphotic_70m_4728_0					fabG http://www.ncbi.nlm.nih.gov/protein/113866770 3-ketoacyl-(acyl-carrier-protein) reductase Catalyzes first two reduction steps elongation cycle fatty acid synthesis	14.0		7-alpha-hydroxysteroid dehydrogenase,NAD-dependent [Mesorhizobium sp. STM 4661]	6.0		COG1028 # IQR Function: Dehydrogenases different specificities (related to short-chain alcohol dehydrogenases) Organism: Brucella melitensis (Bme)	16.0	1.1.1.14	Sorbitol dehydrogenase (EC 1.1.1.14) [Phaeobacter gallaeciensis ANG1]	17.0					AO090001000590 oxidoreductase, short-chain dehydrogenase/reductase family	5.0
upper_euphotic_70m_6768_0					RL3858 http://www.ncbi.nlm.nih.gov/protein/116253598 putative mandelate racemase/muconate lactonising family protein similarity:fasta (EMBL:ECD799) Escherichia coli. rspA Starvation sensing protein rspA. length 404 id 32.346 405 aa overlap query 20-387 subject 15-404 (EMBL:BA000012) Rhizobium loti (Mesorhizobium loti). Mlr2330 protein. 387 92.765 387 1-387 1-387	36.0		mandelate racemase/muconate lactonising family protein, partial [Rhizobium sp. Pop5]	9.0		COG4948 # MR Function: L-alanine-DL-glutamate epimerase related enzymes enolase superfamily Organism: Mesorhizobium loti (Mlo)	14.0	4.2.1.6	Galactonate dehydratase (EC 4.2.1.6) [SAR324 cluster bacterium JCVI-SC AAA005]	19.0				4.2.1.6	mandelate racemase/muconate lactonizing protein K01684 galactonate dehydratase [EC:4.2.1.6]	17.0
upper_euphotic_70m_6767_0					http://www.ncbi.nlm.nih.gov/protein/182413799 extracellular solute-binding protein PFAM: protein family 5 KEGG: oligopeptide ABC transporter periplasmic oligopeptide-binding	12.0		peptide ABC transporter substrate-binding protein [SAR86 cluster bacterium SAR86C]	8.0					Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1) [marine gamma proteobacterium HTCC2143]	12.0					oligopeptide ABC transporter periplasmic oligopeptide-binding protein K02035 peptide/nickel transport system substrate-binding protein	10.0
upper_euphotic_70m_8978_1								 [marine gamma proteobacterium HTCC2143]	4.0					 [marine gamma proteobacterium HTCC2143]	4.0						
upper_euphotic_70m_8208_0					http://www.ncbi.nlm.nih.gov/protein/226359922 putative aldehyde dehydrogenase	4.0		aldehyde dehydrogenase [Arthrobacter sp. 131MFCol6.1]	5.0				1.2.1.3	Aldehyde dehydrogenase (EC 1.2.1.3) [SAR324 cluster bacterium JCVI-SC AAA005]	19.0					aldehyde dehydrogenase (EC:1.2.1.-)	3.0
upper_euphotic_70m_8202_0					Pro1567 http://www.ncbi.nlm.nih.gov/protein/33241016 ATPase	3.0		ATPase [Synechococcus sp. CC9902]	4.0					Signal recognition particle GTPase [Prochlorococcus marinus subsp. str. CCMP1375]	9.0					ATPase	1.0
upper_euphotic_70m_10616_0					btuC http://www.ncbi.nlm.nih.gov/protein/34497013 vitamin B12 transport system permease protein identified sequence similarity putative ORF located using Blastx/COG0609/TC:3.A.1.13.1	15.0		ABC transporter permease [Ahrensia kielensis]	5.0		COG0609 # P Inorganic ion transport metabolism Function: ABC-type Fe3+-siderophore system, permease component Organism: Pseudomonas aeruginosa (Pae)	17.0		ABC transporter (iron.B12.siderophore.hemin) , permease component [Pseudomonas mendocina NK-01]	9.0					ABC transporter membrane spanning protein (iron (III)) K02015 iron complex transport system permease	12.0
upper_euphotic_70m_10617_0					thyA http://www.ncbi.nlm.nih.gov/protein/62290293 thymidylate synthase ThyA catalyzes formation dTMP 7,8-dihydrofolate from 5,10-methylenetetrahydrofolate dUMP involved deoxyribonucleotide biosynthesis there are 2 copies some Bacilli, one which appears to be phage-derived	27.0		thymidylate synthase [Brucella sp. 63/311]	5.0		COG0207 # F Nucleotide transport metabolism Function: Thymidylate synthase Organism: Neisseria meningitidis MC58 (Nme)	14.0	2.1.1.45	Thymidylate synthase (EC 2.1.1.45) [endosymbiont Tevnia jerichonana (vent Tica)]	19.0	2.1.1.45	Thymidylate synthase OS Brachyspira hyodysenteriae (strain ATCC 49526 / WA1) GN thyA PE 3 SV 1 # UNIPROT C0QWM9 THYMIDYLATESYN-RXN 2.1.1.45	31.0	2.1.1.45	similar to Thymidylate synthase (TS) (TSase) K00560 thymidylate [EC:2.1.1.45]	19.0
upper_euphotic_70m_10613_0					http://www.ncbi.nlm.nih.gov/protein/220931953 oligopeptide transporter, OPT family PFAM: transporter protein TIGRFAM: putative ATP synthase subunit 6 (eukaryotes),also A (prokaryotes) transporters, superfamily	18.0		peptide transporter [Pyrococcus horikoshii]	4.0		COG1297 # S Function unknown Function: Predicted membrane protein Organism: Pyrococcus horikoshii (Pho)	12.0		Oligopeptide transporter [Halothermothrix orenii H 168]	6.0					oligopeptide transporter, OPT family	4.0
upper_euphotic_70m_10610_0								sulfatase [SAR324 cluster bacterium JCVI-SC AAA005]	6.0					Phosphonate monoester hydrolase [SAR324 cluster bacterium JCVI-SC AAA005]	8.0						
upper_euphotic_70m_10618_0					yaeT http://www.ncbi.nlm.nih.gov/protein/152986344 outer membrane protein assembly complex, YaeT protein Annotation was generated automatically without manual curation identified match to family HMM PF01103 PF07244 TIGR03303	22.0		outer membrane protein assembly complex, YaeT [SAR86 cluster bacterium SAR86E]	9.0		COG4775 # M Cell wall/membrane/envelope biogenesis Function: Outer membrane protein/protective antigen OMA87 Organism: Pseudomonas aeruginosa (Pae)	16.0		Outer membrane protein assembly factor YaeT precursor [Pseudomonas syringae pv. phaseolicola 1644R]	11.0					surface antigen (D15) K07277 outer membrane protein	6.0
upper_euphotic_70m_10618_1								membrane protein [marine gamma proteobacterium HTCC2148]	5.0					Outer membrane protein H precursor [marine gamma proteobacterium HTCC2148]	8.0						
upper_euphotic_70m_3840_1					http://www.ncbi.nlm.nih.gov/protein/146298938 SufS subfamily cysteine desulfurase TIGRFAM: desulfurase, subfamily PFAM: aminotransferase, class V aromatic amino acid beta-eliminating lyase/threonine aldolase	17.0		cysteine desulfurase [Myroides odoratimimus]	4.0		COG0520 # E Amino acid transport metabolism Function: Selenocysteine lyase Organism: Vibrio cholerae (Vch)	14.0	2.8.1.7	Cysteine desulfurase CsdA-CsdE (EC 2.8.1.7), main protein CsdA [Vibrio tubiashii ATCC 19109]	21.0	2.8.1.7	Probable cysteine desulfurase OS Vibrio cholerae GN csd PE 3 SV 1 # UNIPROT Q9KPQ7 RXN0-308 2.8.1.7	27.0	2.8.1.7	csdA cysteine sulfinate desulfinase (EC:4.4.1.-) K11717 desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	22.0
upper_euphotic_70m_2468_0					BRADO5497 http://www.ncbi.nlm.nih.gov/protein/146342341 putative cyclase Evidence 3 : Function proposed based presence conserved amino acid motif, structural feature or limited homology Product type pe enzyme	23.0		cyclase [Rhodovulum sp. PH10]	4.0					blr6059 putative cyclase [Bradyrhizobium japonicum USDA 6]	7.0					putative cyclase	2.0
upper_euphotic_70m_2467_0								2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase [gamma proteobacterium HIMB55]	5.0					2-octaprenyl-6-methoxyphenol hydroxylase (EC 1.14.13.-) [gamma proteobacterium HIMB55]	7.0						
upper_euphotic_70m_2467_1					pepP http://www.ncbi.nlm.nih.gov/protein/104784220 aminopeptidase P Evidence 2b : Function strongly homologous gene Product type e enzyme	15.0		proline aminopeptidase P II [Pseudomonas sp. HYS]	7.0		COG0006 # E Amino acid transport metabolism Function: Xaa-Pro aminopeptidase Organism: Xylella fastidiosa 9a5c (Xfa)	15.0	3.4.11.9	Xaa-Pro aminopeptidase (EC 3.4.11.9) [Pseudomonas aeruginosa 9BR]	17.0				3.4.11.9	pepP aminopeptidase P II (EC:3.4.11.9) K01262 Xaa-Pro [EC:3.4.11.9]	18.0
upper_euphotic_70m_2466_0														Single stranded DNA-binding protein, phage-associated [Viruses Synechococcus phage S-RSM4 Viruses.]	10.0						
upper_euphotic_70m_2466_1													2.7.4.13	Deoxynucleotide monophosphate kinase (EC 2.7.4.13) [Viruses Synechococcus phage S-RSM4 Viruses.]	20.0						
upper_euphotic_70m_5118_0					TTHA1887 http://www.ncbi.nlm.nih.gov/protein/55981856 CAIB/BAIF family protein similar to GB:AAS81868.1 percent identity 100 407 aa	12.0		CoA transferase [Burkholderia sp. JPY347]	5.0					L-carnitine dehydratase/bile acid-inducible protein F [Thermus thermophilus HB27]	7.0				2.8.3.16	Formyl-CoA transferase (EC:2.8.3.16)	13.0
upper_euphotic_70m_5449_0								phosphoglycerate dehydrogenase [Acetobacteraceae bacterium AT-5844]	5.0				1.1.1.95	D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95) [Acetobacteraceae bacterium AT-5844]	17.0						
upper_euphotic_70m_5449_1					http://www.ncbi.nlm.nih.gov/protein/113953596 transporter identified match to protein family HMM PF02592	8.0		putative integral membrane protein [Leptolyngbya sp. PCC 7375]	7.0					Putative preQ0 transporter [Simiduia agarivorans SA1 DSM 21679]	8.0					transporter K09125 	2.0
upper_euphotic_70m_1163_0														Phage baseplate wedge initiator (T4-like gp7) [Prochlorococcus phage P-HM2.]	9.0						
